annual_revenue,billing,billing.amount,billing.currency,billing.plan,created_at,domain,email,employee_count,id,industry,integrations,integrations.hubspot,integrations.salesforce,integrations.slack,metadata,metadata.account_manager,metadata.priority,metadata.region,metadata.support_level,metadata.tier,name,updated_at
190567956,,,,,2023-06-05T00:00:00Z,creativedesign.example,contact502@creativedesign.example,537,1502,design,"{""salesforce"": false, ""hubspot"": false, ""slack"": false}",False,False,False,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Alex Thompson"", ""region"": ""east"", ""priority"": 4}",Alex Thompson,4,east,basic,enterprise,Creative Design Studio #502,2023-07-02T00:00:00Z
121021994,,,,,2023-07-22T00:00:00Z,globallogistics.example,contact503@globallogistics.example,342,1503,logistics,"{""salesforce"": true, ""hubspot"": false, ""slack"": false}",False,True,False,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""Taylor Brown"", ""region"": ""north"", ""priority"": 1}",Taylor Brown,1,north,standard,starter,Global Logistics LLC #503,2023-10-31T00:00:00Z
96223549,"{""plan"": ""annual"", ""amount"": 3531, ""currency"": ""USD""}",3531,USD,annual,2024-03-10T00:00:00Z,healthwellness.example,contact504@healthwellness.example,908,1504,healthcare,"{""salesforce"": false, ""hubspot"": false, ""slack"": true}",False,False,True,"{""tier"": ""starter"", ""support_level"": ""basic"", ""account_manager"": ""Taylor Brown"", ""region"": ""west"", ""priority"": 1}",Taylor Brown,1,west,basic,starter,Health & Wellness Center #504,2024-05-21T00:00:00Z
175507627,,,,,2023-11-08T00:00:00Z,innovativesoftware.example,contact505@innovativesoftware.example,426,1505,software,"{""salesforce"": true, ""hubspot"": true, ""slack"": false}",True,True,False,"{""tier"": ""starter"", ""support_level"": ""premium"", ""account_manager"": ""David Kim"", ""region"": ""central"", ""priority"": 2}",David Kim,2,central,premium,starter,Innovative Software Labs #505,2023-12-29T00:00:00Z
129922724,,,,,2023-12-21T00:00:00Z,artisancoffee.example,contact506@artisancoffee.example,176,1506,food_beverage,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Morgan Davis"", ""region"": ""central"", ""priority"": 3}",Morgan Davis,3,central,premium,enterprise,Artisan Coffee Roasters #506,2024-04-30T00:00:00Z
89785747,"{""plan"": ""monthly"", ""amount"": 8918, ""currency"": ""USD""}",8918,USD,monthly,2023-11-09T00:00:00Z,edupublishing.example,contact507@edupublishing.example,687,1507,education,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Jordan Lee"", ""region"": ""east"", ""priority"": 5}",Jordan Lee,5,east,premium,enterprise,Educational Publishing House #507,2024-04-06T00:00:00Z
86852123,"{""plan"": ""annual"", ""amount"": 7950, ""currency"": ""USD""}",7950,USD,annual,2023-12-12T00:00:00Z,sustainablefashion.example,contact508@sustainablefashion.example,785,1508,fashion,,,,,"{""tier"": ""professional"", ""support_level"": ""basic"", ""account_manager"": ""Casey Miller"", ""region"": ""west"", ""priority"": 2}",Casey Miller,2,west,basic,professional,Sustainable Fashion Brand #508,2024-05-15T00:00:00Z
47368231,,,,,2023-10-07T00:00:00Z,advancedmfg.example,contact509@advancedmfg.example,508,1509,manufacturing,,,,,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Alex Thompson"", ""region"": ""east"", ""priority"": 3}",Alex Thompson,3,east,premium,professional,Advanced Manufacturing Corp #509,2024-04-10T00:00:00Z
84371347,,,,,2023-06-27T00:00:00Z,digitalmarketing.example,contact510@digitalmarketing.example,489,1510,marketing,,,,,"{""tier"": ""starter"", ""support_level"": ""premium"", ""account_manager"": ""Jordan Lee"", ""region"": ""north"", ""priority"": 3}",Jordan Lee,3,north,premium,starter,Digital Marketing Agency #510,2023-10-26T00:00:00Z
107674106,,,,,2023-08-26T00:00:00Z,cloudservices.example,contact511@cloudservices.example,422,1511,cloud_computing,,,,,"{""tier"": ""starter"", ""support_level"": ""premium"", ""account_manager"": ""Morgan Davis"", ""region"": ""south"", ""priority"": 4}",Morgan Davis,4,south,premium,starter,Cloud Services Provider #511,2024-01-23T00:00:00Z
150365502,"{""plan"": ""monthly"", ""amount"": 6205, ""currency"": ""USD""}",6205,USD,monthly,2023-11-09T00:00:00Z,biotechresearch.example,contact512@biotechresearch.example,908,1512,biotechnology,,,,,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""Morgan Davis"", ""region"": ""south"", ""priority"": 2}",Morgan Davis,2,south,standard,starter,Biotech Research Lab #512,2024-04-03T00:00:00Z
141418870,,,,,2023-10-19T00:00:00Z,urbanplanning.example,contact513@urbanplanning.example,968,1513,consulting,,,,,"{""tier"": ""starter"", ""support_level"": ""basic"", ""account_manager"": ""Sarah Johnson"", ""region"": ""south"", ""priority"": 5}",Sarah Johnson,5,south,basic,starter,Urban Planning Consultants #513,2024-03-13T00:00:00Z
189121476,"{""plan"": ""monthly"", ""amount"": 1823, ""currency"": ""USD""}",1823,USD,monthly,2023-06-30T00:00:00Z,renewableresources.example,contact514@renewableresources.example,30,1514,energy,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""David Kim"", ""region"": ""central"", ""priority"": 1}",David Kim,1,central,standard,enterprise,Renewable Resources Corp #514,2023-11-29T00:00:00Z
31279242,"{""plan"": ""monthly"", ""amount"": 1069, ""currency"": ""USD""}",1069,USD,monthly,2023-05-09T00:00:00Z,mobileapp.example,contact515@mobileapp.example,64,1515,mobile,,,,,"{""tier"": ""professional"", ""support_level"": ""basic"", ""account_manager"": ""Morgan Davis"", ""region"": ""central"", ""priority"": 2}",Morgan Davis,2,central,basic,professional,Mobile App Development #515,2023-08-17T00:00:00Z
6762936,,,,,2023-01-01T00:00:00Z,dataanalytics.example,contact516@dataanalytics.example,484,1516,analytics,"{""salesforce"": false, ""hubspot"": true, ""slack"": true}",True,False,True,"{""tier"": ""starter"", ""support_level"": ""basic"", ""account_manager"": ""Casey Miller"", ""region"": ""central"", ""priority"": 2}",Casey Miller,2,central,basic,starter,Data Analytics Firm #516,2023-03-19T00:00:00Z
89391029,"{""plan"": ""annual"", ""amount"": 9691, ""currency"": ""USD""}",9691,USD,annual,2023-09-02T00:00:00Z,cybersecurity.example,contact517@cybersecurity.example,853,1517,security,"{""salesforce"": false, ""hubspot"": false, ""slack"": true}",False,False,True,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Morgan Davis"", ""region"": ""west"", ""priority"": 5}",Morgan Davis,5,west,basic,enterprise,Cybersecurity Solutions #517,2024-01-28T00:00:00Z
95561696,,,,,2023-12-05T00:00:00Z,ecommerce.example,contact518@ecommerce.example,648,1518,retail,"{""salesforce"": true, ""hubspot"": false, ""slack"": false}",False,True,False,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""Sarah Johnson"", ""region"": ""west"", ""priority"": 1}",Sarah Johnson,1,west,standard,starter,E-commerce Platform #518,2024-05-13T00:00:00Z
86055645,,,,,2023-05-20T00:00:00Z,airesearch.example,contact519@airesearch.example,155,1519,research,,,,,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Lisa Wang"", ""region"": ""south"", ""priority"": 5}",Lisa Wang,5,south,premium,professional,AI Research Institute #519,2023-07-13T00:00:00Z
67024992,,,,,2023-07-25T00:00:00Z,techsolutions.example,contact520@techsolutions.example,91,1520,technology,"{""salesforce"": false, ""hubspot"": false, ""slack"": true}",False,False,True,"{""tier"": ""professional"", ""support_level"": ""basic"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""north"", ""priority"": 1}",Emily Rodriguez,1,north,basic,professional,Tech Solutions Inc #520,2023-08-25T00:00:00Z
170529376,,,,,2023-09-22T00:00:00Z,greenenergy.example,contact521@greenenergy.example,731,1521,renewable_energy,,,,,"{""tier"": ""starter"", ""support_level"": ""basic"", ""account_manager"": ""Sarah Johnson"", ""region"": ""east"", ""priority"": 1}",Sarah Johnson,1,east,basic,starter,Green Energy Co #521,2023-11-11T00:00:00Z
193302233,"{""plan"": ""annual"", ""amount"": 3705, ""currency"": ""USD""}",3705,USD,annual,2023-11-26T00:00:00Z,creativedesign.example,contact522@creativedesign.example,624,1522,design,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Jordan Lee"", ""region"": ""north"", ""priority"": 1}",Jordan Lee,1,north,premium,enterprise,Creative Design Studio #522,2024-04-10T00:00:00Z
138680582,,,,,2023-07-06T00:00:00Z,globallogistics.example,contact523@globallogistics.example,617,1523,logistics,,,,,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Jordan Lee"", ""region"": ""south"", ""priority"": 1}",Jordan Lee,1,south,basic,enterprise,Global Logistics LLC #523,2023-10-16T00:00:00Z
29173511,,,,,2024-01-05T00:00:00Z,healthwellness.example,contact524@healthwellness.example,384,1524,healthcare,"{""salesforce"": false, ""hubspot"": true, ""slack"": false}",True,False,False,"{""tier"": ""starter"", ""support_level"": ""premium"", ""account_manager"": ""Michael Chen"", ""region"": ""east"", ""priority"": 5}",Michael Chen,5,east,premium,starter,Health & Wellness Center #524,2024-03-09T00:00:00Z
170733802,"{""plan"": ""monthly"", ""amount"": 870, ""currency"": ""USD""}",870,USD,monthly,2024-02-01T00:00:00Z,innovativesoftware.example,contact525@innovativesoftware.example,162,1525,software,,,,,"{""tier"": ""professional"", ""support_level"": ""basic"", ""account_manager"": ""Michael Chen"", ""region"": ""east"", ""priority"": 3}",Michael Chen,3,east,basic,professional,Innovative Software Labs #525,2024-05-25T00:00:00Z
191336265,,,,,2023-09-25T00:00:00Z,artisancoffee.example,contact526@artisancoffee.example,962,1526,food_beverage,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""David Kim"", ""region"": ""central"", ""priority"": 5}",David Kim,5,central,standard,enterprise,Artisan Coffee Roasters #526,2024-01-23T00:00:00Z
176012399,"{""plan"": ""annual"", ""amount"": 2959, ""currency"": ""USD""}",2959,USD,annual,2023-12-21T00:00:00Z,edupublishing.example,contact527@edupublishing.example,644,1527,education,,,,,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Morgan Davis"", ""region"": ""east"", ""priority"": 2}",Morgan Davis,2,east,premium,professional,Educational Publishing House #527,2024-06-28T00:00:00Z
171406572,,,,,2023-10-15T00:00:00Z,sustainablefashion.example,contact528@sustainablefashion.example,243,1528,fashion,,,,,"{""tier"": ""starter"", ""support_level"": ""premium"", ""account_manager"": ""Alex Thompson"", ""region"": ""central"", ""priority"": 4}",Alex Thompson,4,central,premium,starter,Sustainable Fashion Brand #528,2023-11-22T00:00:00Z
68625494,,,,,2023-06-12T00:00:00Z,advancedmfg.example,contact529@advancedmfg.example,513,1529,manufacturing,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Sarah Johnson"", ""region"": ""south"", ""priority"": 4}",Sarah Johnson,4,south,premium,enterprise,Advanced Manufacturing Corp #529,2023-08-09T00:00:00Z
50183543,,,,,2024-03-27T00:00:00Z,digitalmarketing.example,contact530@digitalmarketing.example,763,1530,marketing,,,,,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Morgan Davis"", ""region"": ""central"", ""priority"": 5}",Morgan Davis,5,central,basic,enterprise,Digital Marketing Agency #530,2024-06-14T00:00:00Z
50231291,,,,,2023-01-29T00:00:00Z,cloudservices.example,contact531@cloudservices.example,377,1531,cloud_computing,,,,,"{""tier"": ""professional"", ""support_level"": ""basic"", ""account_manager"": ""Casey Miller"", ""region"": ""east"", ""priority"": 4}",Casey Miller,4,east,basic,professional,Cloud Services Provider #531,2023-04-14T00:00:00Z
172471344,,,,,2023-05-26T00:00:00Z,biotechresearch.example,contact532@biotechresearch.example,22,1532,biotechnology,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Taylor Brown"", ""region"": ""east"", ""priority"": 4}",Taylor Brown,4,east,premium,enterprise,Biotech Research Lab #532,2023-08-14T00:00:00Z
107892925,"{""plan"": ""monthly"", ""amount"": 2296, ""currency"": ""USD""}",2296,USD,monthly,2023-05-13T00:00:00Z,urbanplanning.example,contact533@urbanplanning.example,899,1533,consulting,,,,,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""David Kim"", ""region"": ""west"", ""priority"": 5}",David Kim,5,west,standard,professional,Urban Planning Consultants #533,2023-10-27T00:00:00Z
52744213,,,,,2023-12-17T00:00:00Z,renewableresources.example,contact534@renewableresources.example,786,1534,energy,"{""salesforce"": true, ""hubspot"": true, ""slack"": false}",True,True,False,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""David Kim"", ""region"": ""central"", ""priority"": 4}",David Kim,4,central,basic,enterprise,Renewable Resources Corp #534,2024-05-28T00:00:00Z
61544001,,,,,2023-07-20T00:00:00Z,mobileapp.example,contact535@mobileapp.example,83,1535,mobile,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Taylor Brown"", ""region"": ""north"", ""priority"": 5}",Taylor Brown,5,north,standard,enterprise,Mobile App Development #535,2023-12-03T00:00:00Z
172600413,"{""plan"": ""monthly"", ""amount"": 9229, ""currency"": ""USD""}",9229,USD,monthly,2023-10-01T00:00:00Z,dataanalytics.example,contact536@dataanalytics.example,838,1536,analytics,,,,,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Lisa Wang"", ""region"": ""south"", ""priority"": 5}",Lisa Wang,5,south,standard,professional,Data Analytics Firm #536,2024-03-02T00:00:00Z
44403620,,,,,2023-05-14T00:00:00Z,cybersecurity.example,contact537@cybersecurity.example,737,1537,security,,,,,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""west"", ""priority"": 2}",Emily Rodriguez,2,west,premium,professional,Cybersecurity Solutions #537,2023-09-04T00:00:00Z
159073938,,,,,2023-07-18T00:00:00Z,ecommerce.example,contact538@ecommerce.example,458,1538,retail,,,,,"{""tier"": ""professional"", ""support_level"": ""basic"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""east"", ""priority"": 1}",Emily Rodriguez,1,east,basic,professional,E-commerce Platform #538,2023-07-20T00:00:00Z
78087331,,,,,2023-09-25T00:00:00Z,airesearch.example,contact539@airesearch.example,12,1539,research,"{""salesforce"": true, ""hubspot"": false, ""slack"": true}",False,True,True,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Jordan Lee"", ""region"": ""south"", ""priority"": 2}",Jordan Lee,2,south,standard,enterprise,AI Research Institute #539,2023-10-26T00:00:00Z
37743142,,,,,2024-01-29T00:00:00Z,techsolutions.example,contact540@techsolutions.example,819,1540,technology,,,,,"{""tier"": ""professional"", ""support_level"": ""basic"", ""account_manager"": ""Alex Thompson"", ""region"": ""east"", ""priority"": 3}",Alex Thompson,3,east,basic,professional,Tech Solutions Inc #540,2024-08-16T00:00:00Z
59567114,,,,,2023-05-18T00:00:00Z,greenenergy.example,contact541@greenenergy.example,125,1541,renewable_energy,"{""salesforce"": false, ""hubspot"": true, ""slack"": false}",True,False,False,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Lisa Wang"", ""region"": ""central"", ""priority"": 1}",Lisa Wang,1,central,standard,professional,Green Energy Co #541,2023-10-08T00:00:00Z
60015355,"{""plan"": ""monthly"", ""amount"": 2230, ""currency"": ""USD""}",2230,USD,monthly,2023-08-16T00:00:00Z,creativedesign.example,contact542@creativedesign.example,917,1542,design,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Taylor Brown"", ""region"": ""north"", ""priority"": 4}",Taylor Brown,4,north,premium,enterprise,Creative Design Studio #542,2024-01-22T00:00:00Z
56677316,"{""plan"": ""monthly"", ""amount"": 4097, ""currency"": ""USD""}",4097,USD,monthly,2023-03-30T00:00:00Z,globallogistics.example,contact543@globallogistics.example,93,1543,logistics,,,,,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""Alex Thompson"", ""region"": ""west"", ""priority"": 3}",Alex Thompson,3,west,standard,starter,Global Logistics LLC #543,2023-07-14T00:00:00Z
33360895,,,,,2023-11-14T00:00:00Z,healthwellness.example,contact544@healthwellness.example,939,1544,healthcare,,,,,"{""tier"": ""starter"", ""support_level"": ""premium"", ""account_manager"": ""Casey Miller"", ""region"": ""south"", ""priority"": 4}",Casey Miller,4,south,premium,starter,Health & Wellness Center #544,2024-03-23T00:00:00Z
17687023,,,,,2023-08-09T00:00:00Z,innovativesoftware.example,contact545@innovativesoftware.example,17,1545,software,"{""salesforce"": false, ""hubspot"": true, ""slack"": true}",True,False,True,"{""tier"": ""starter"", ""support_level"": ""premium"", ""account_manager"": ""Alex Thompson"", ""region"": ""east"", ""priority"": 2}",Alex Thompson,2,east,premium,starter,Innovative Software Labs #545,2023-09-06T00:00:00Z
